iter	RMSE	MAE
104	8.658976686	2.183884363
105	8.508371155	2.162136292
106	8.314492838	2.142746329
107	8.157387666	2.120330724
108	8.131570104	2.107006089
109	8.097475514	2.095442338
110	8.06199687	2.085747557
111	7.999057909	2.072810597
112	7.947309416	2.058664071
113	7.908635621	2.048936499
114	7.778405567	2.030628717
115	7.757408423	2.023738716
116	7.543653837	1.999033137
117	7.43749397	1.981881001
118	7.395942131	1.968098427
119	7.347771036	1.961183971
120	7.299676442	1.949743211
121	7.173604699	1.930103807
122	7.163080264	1.925100714
123	7.108903566	1.914174701
124	7.103461558	1.908906391
125	7.073934617	1.900244478
126	6.968846297	1.884130284
127	6.943060935	1.873689737
128	6.899554417	1.861493773
129	6.796564271	1.84461728
130	6.778884252	1.837983622
131	6.626620154	1.819077432
132	6.610979276	1.812742965
133	6.586786743	1.805615541
134	6.545697037	1.794752607
135	6.487325758	1.780756351
136	6.440781198	1.770108566
137	6.292027978	1.753436481
138	6.26841367	1.743812859
139	6.264599628	1.737819313
140	6.250047395	1.731193464
141	6.235692035	1.72536593
142	6.092837273	1.706128818
143	6.078585071	1.69826212
144	6.070873286	1.691961795
145	6.035224125	1.68211307
146	6.023616093	1.672066835
147	6.02139121	1.665837161
148	5.999623814	1.656044714
149	5.996719152	1.651590159
150	5.930348087	1.63919791
151	5.921550431	1.632961931
152	5.823710042	1.617907029
153	5.820477473	1.612487641
154	5.754799743	1.601893683
155	5.752374958	1.596073541
156	5.707680589	1.587562108
157	5.694569728	1.578601286
158	5.687390095	1.570527871
159	5.681422606	1.562934692
160	5.594296694	1.551363741
161	5.591176927	1.543463497
162	5.58743634	1.535074563
163	5.44462205	1.517235219
164	5.407633727	1.509045683
165	5.369161875	1.499868548
166	5.367119537	1.493643272
167	5.35555733	1.488547455
168	5.352311219	1.481900715
169	5.349440676	1.475857633
170	5.252191178	1.461983722
171	5.249725299	1.455757049
172	5.236243877	1.450785494
173	5.122561337	1.436962508
174	5.120277334	1.432730004
175	5.118531721	1.427079928
176	5.114551692	1.421617858
177	5.112765835	1.416210897
178	5.108974747	1.410787101
179	5.085749758	1.401644304
180	5.081912263	1.398159274
181	5.069738051	1.392363546
182	5.060538951	1.387327262
183	5.058381214	1.383089727
184	5.057569362	1.379829214
185	5.028623927	1.373203152
186	4.960352202	1.361045211
187	4.955436646	1.354777932
188	4.950921138	1.3502517
189	4.916326548	1.342400734
190	4.91432883	1.336863001
191	4.909206383	1.333119758
192	4.907717757	1.328880003
193	4.813570499	1.317863824
194	4.813278688	1.316424792
195	4.769868132	1.306117873
196	4.615538977	1.290709308
197	4.576734305	1.282786223
198	4.563355121	1.275795246
199	4.489675161	1.259054786
200	4.47685266	1.254876779
201	4.475765231	1.250669266
202	4.468920736	1.245971493
203	4.457185627	1.240125251
204	4.455756943	1.23696864
205	4.373141979	1.224400547
206	4.371853289	1.221376393
207	4.270975267	1.207691284
208	4.246086609	1.198802968
209	4.243450482	1.193765243
210	4.238503471	1.18736329
211	4.233291189	1.182739169
212	4.230291203	1.177171727
213	4.22711793	1.173694387
214	4.224669557	1.167949577
215	4.220729353	1.161979223
216	4.214488125	1.159023545
217	4.21156647	1.155521223
218	4.209831147	1.152654115
219	4.191154852	1.149133116
220	4.190234974	1.146055432
221	4.188902624	1.14334345
222	4.177874835	1.137658061
223	4.129773387	1.128747661
224	4.011406268	1.118481216
225	4.009497668	1.114710882
226	3.973626414	1.110243995
227	3.972021745	1.106062325
228	3.970899346	1.103184019
229	3.950912372	1.098731547
230	3.950464822	1.097161389
231	3.94911252	1.094264412
232	3.94769475	1.090907979
233	3.946149068	1.088185676
234	3.930110605	1.083430013
235	3.929169885	1.08037176
236	3.882449458	1.073923509
237	3.824986216	1.06709838
238	3.823661513	1.063696788
239	3.82148323	1.06151855
240	3.820273164	1.057924794
241	3.820003201	1.056494321
242	3.679373622	1.043781089
243	3.633068786	1.038897943
244	3.57706164	1.032191542
245	3.548233519	1.027764807
246	3.543238659	1.023316533
247	3.536130805	1.019389911
248	3.480374489	1.013787457
249	3.477572784	1.008718566
250	3.475957168	1.006870113
251	3.451913877	1.002846769
252	3.451173189	1.000913915
253	3.450722362	0.9992571882
254	3.401108722	0.9921782597
255	3.371679071	0.9848182048
256	3.370206818	0.9832657489
257	3.27540019	0.9771426741
258	3.248579246	0.9746065844
259	3.239062027	0.9699824035
260	3.217065008	0.9644850129
261	3.177005582	0.9609689076
262	3.172826918	0.9566656339
263	3.148317286	0.9530137552
264	3.148068586	0.9516447762
265	3.147023196	0.9495931707
266	3.145085575	0.9466695135
267	3.142406981	0.9421162512
268	3.141311616	0.9400146744
269	3.133346678	0.9375239714
270	3.09902017	0.9310949449
271	3.098160432	0.9296927536
272	3.096824347	0.9268504283
273	3.094479328	0.924014751
274	3.093494386	0.9218139018
275	3.079228879	0.9174159482
276	3.078864166	0.9162222847
277	3.070056699	0.9139757766
278	3.068377734	0.9120106556
279	3.067645416	0.910164597
280	3.062346868	0.9051705187
281	3.059462264	0.9019555125
282	3.015996542	0.8958713327
283	3.010386464	0.8932934572
284	3.008075171	0.8884481811
285	2.994388725	0.8851803215
286	2.994002284	0.8837789485
287	2.991364799	0.880351452
288	2.98746817	0.876878919
289	2.91280647	0.8720688008
290	2.876046921	0.8670142121
291	2.875224508	0.8648194173
292	2.874004946	0.8631788164
293	2.873276675	0.8608653011
294	2.872165367	0.8582377914
295	2.870131047	0.8550478565
296	2.86862395	0.8524306281
297	2.867755647	0.8508715051
298	2.856968688	0.8491668933
299	2.856392558	0.8478724569
300	2.854515053	0.8456681559
301	2.853315458	0.842796035
302	2.823293897	0.839030659
303	2.819840251	0.835491769
304	2.818631674	0.8327476613
305	2.815161354	0.8293880635
306	2.805358273	0.8274961314
307	2.778795148	0.8220087778
308	2.777971724	0.8202865471
309	2.774556439	0.8166799741
310	2.771358474	0.814827012
311	2.770596799	0.8127275838
312	2.76972476	0.8110728935
313	2.768825248	0.8091260335
314	2.762277515	0.807062486
315	2.760645188	0.8039315441
316	2.758814993	0.8022335721
317	2.757823765	0.8000654762
318	2.745837445	0.7962312555
319	2.743300827	0.7935088294
320	2.742063819	0.7914810259
321	2.738063238	0.7881072143
322	2.737513713	0.7863886763
323	2.710765061	0.7817401584
324	2.70998415	0.7803029316
325	2.689490211	0.7754411153
326	2.688141121	0.7722588409
327	2.679549707	0.7701698226
328	2.678984939	0.768630866
329	2.607306498	0.7648285873
330	2.606696012	0.7632778274
331	2.592614851	0.7583859801
332	2.592433086	0.7577291692
333	2.589397336	0.7543694047
334	2.588367721	0.7522756851
335	2.576818944	0.7477305019
336	2.57622306	0.7461444725
337	2.57149706	0.742882163
338	2.566854554	0.7395545443
339	2.563700717	0.7379485653
340	2.560621651	0.7352383359
341	2.559563455	0.7333089693
342	2.555298805	0.7306603846
343	2.55399629	0.7283825242
344	2.553734797	0.7274909669
345	2.553332841	0.726344235
346	2.552261005	0.7250236818
347	2.550754397	0.7225500009
348	2.548060981	0.720198135
349	2.547949704	0.7197702289
350	2.547068534	0.7178638026
351	2.531392257	0.7143908873
352	2.53120466	0.713521177
353	2.526263517	0.7117182924
354	2.523467732	0.7084310069
355	2.522444571	0.7068062282
356	2.521647129	0.7054613791
357	2.516790957	0.7030677126
358	2.516487084	0.7021182356
359	2.509558604	0.7000585333
360	2.509194509	0.6992574651
361	2.509935832	0.6980191177
362	2.509664266	0.6971333945
363	2.500696253	0.6946889962
364	2.500377615	0.6935783147
365	2.498185998	0.6918991539
366	2.474557266	0.6881642423
367	2.405507947	0.6837382639
368	2.404787032	0.6821442908
369	2.38635838	0.6781464443
370	2.381879063	0.6762442516
371	2.381443221	0.6747593008
372	2.31891113	0.6719987475
373	2.302257134	0.6688423793
374	2.288080355	0.666016823
375	2.287172211	0.664690483
376	2.286849615	0.6637595062
377	2.273395961	0.6604567632
378	2.271721735	0.6590833636
379	2.271556319	0.6584162259
380	2.269331741	0.657662511
381	2.26900033	0.6567537911
382	2.267052129	0.6546286011
383	2.266576332	0.6533398988
384	2.190200334	0.6486751764
385	2.171889658	0.6457036151
386	2.155504809	0.6431612258
387	2.153602792	0.6414294832
388	2.145663994	0.6381327162
389	2.143905629	0.6355605495
390	2.1432965	0.6339583754
391	2.140609098	0.6326708629
392	2.122742943	0.6296501176
393	2.122296838	0.6286265758
394	2.121078823	0.62732418
395	2.120556323	0.6259784822
396	2.116433982	0.6242263959
397	2.037378181	0.6183273205
398	2.027538938	0.6154549863
399	2.026220948	0.613754332
400	2.020341322	0.6118252269
401	2.015686984	0.6092314479
402	2.015396668	0.6082403293
403	1.997754782	0.6054372269
404	1.997130728	0.6041449812
405	1.981108277	0.6017022765
406	1.979657821	0.5996362008
407	1.978681348	0.5980354846
408	1.977996921	0.5965760213
409	1.977257956	0.5950423499
410	1.972267523	0.5928384183
411	1.969776364	0.5910647547
412	1.946903926	0.5890689366
413	1.945508804	0.5874788423
414	1.945002738	0.5865131525
415	1.944522579	0.5852740446
416	1.883050923	0.5809509108
417	1.882204127	0.5792022807
418	1.881187693	0.5780215898
419	1.880468404	0.5771049712
420	1.875544511	0.5742721357
421	1.855514213	0.5710368086
422	1.855131986	0.5702352421
423	1.850610498	0.5675536984
424	1.832293984	0.5654267635
425	1.828425409	0.5629464802
426	1.807338785	0.5606880912
427	1.806949528	0.5597146032
428	1.793187159	0.5573917702
429	1.79257467	0.556451623
430	1.787415138	0.5553812285
431	1.787199051	0.5546529846
432	1.786395718	0.5534577985
433	1.786009889	0.5525609902
434	1.784361997	0.5514146632
435	1.782192493	0.5502161423
436	1.781706115	0.5493577178
437	1.780778477	0.548367322
438	1.780173826	0.5471359417
439	1.771492291	0.5461978843
440	1.771070357	0.5449099505
441	1.770083238	0.543639517
442	1.769277046	0.5426067805
443	1.768062102	0.5410129016
444	1.767750742	0.5401970257
445	1.76735611	0.5392796345
446	1.763850598	0.5375533742
447	1.7614734	0.5359617256
448	1.748154264	0.5334627851
449	1.747434106	0.5322045579
450	1.736430756	0.5301147309
451	1.735312059	0.528504559
452	1.73471937	0.5273428381
453	1.732815113	0.5267710009
454	1.731493813	0.525323453
455	1.730987247	0.5241974356
456	1.730442658	0.5234001837
457	1.72944793	0.5218625807
458	1.728996089	0.5210343574
459	1.728619733	0.5201006244
460	1.728342548	0.5192947085
461	1.727880539	0.5188847661
462	1.727778196	0.5185603064
463	1.727443288	0.5176693735
464	1.726682072	0.5165872314
465	1.726030114	0.515789391
466	1.725824117	0.5150832374
467	1.710612545	0.5122343015
468	1.702813029	0.5110358708
469	1.70233809	0.5100073486
470	1.693767274	0.5082684199
471	1.692986993	0.5073717643
472	1.692063548	0.5068629195
473	1.691414324	0.5054913887
474	1.691060049	0.5048526121
475	1.687205725	0.503083342
476	1.686683735	0.5021765754
477	1.677588561	0.5004391059
478	1.668494046	0.4994768688
479	1.659709714	0.497475393
480	1.658736386	0.4959882463
481	1.658194173	0.4955140447
482	1.65657196	0.4942484074
483	1.654863491	0.4926053585
484	1.65249339	0.4910978486
485	1.646129205	0.4895269309
486	1.594896412	0.4873483229
487	1.59322602	0.4868743365
488	1.592836663	0.4862230832
489	1.584481498	0.4843842802
490	1.579846009	0.4825522718
491	1.570623035	0.4811458574
492	1.565544416	0.4797355689
493	1.564441251	0.4785499509
494	1.56427003	0.4780326429
495	1.56031832	0.4764610982
496	1.559835971	0.4757352
497	1.559428116	0.4750837705
498	1.559143171	0.474521538
499	1.557393925	0.473655215
500	1.557172977	0.4730422139
501	1.502775144	0.4700803983
502	1.502476216	0.46957106
503	1.501744124	0.4686799696
504	1.498455395	0.4673841844
505	1.496512157	0.4661678755
506	1.496004733	0.465628677
507	1.494934345	0.464756882
508	1.493987679	0.4634490153
509	1.493728696	0.4630343555
510	1.492649462	0.4623067448
511	1.492306552	0.4614722704
512	1.48836782	0.4600071092
513	1.488053282	0.459556149
514	1.481220141	0.4581825899
515	1.480795995	0.4574698367
516	1.479606038	0.4563767758
517	1.432122933	0.4539036168
518	1.428937212	0.4521774136
519	1.42522853	0.4507351905
520	1.414805647	0.4493300902
521	1.414602017	0.4488958329
522	1.414302992	0.4482202029
523	1.371911256	0.4461515557
524	1.367560067	0.4452528
525	1.363043057	0.444053466
526	1.354388927	0.4421249871
527	1.350595436	0.4410448589
528	1.348115386	0.4395780097
529	1.341676111	0.4379783241
530	1.32944502	0.4360426022
531	1.329021697	0.4355372005
532	1.328361777	0.4346647873
533	1.328012512	0.4339825804
534	1.32156888	0.4326850798
535	1.320781403	0.4317531218
536	1.316373091	0.4300004288
537	1.274417203	0.427653132
538	1.269811013	0.4259965297
539	1.265847515	0.4244042527
540	1.265066527	0.4237452789
541	1.264258737	0.4228040706
542	1.261101562	0.4213145831
543	1.257641767	0.4206161028
544	1.255006689	0.4197185461
545	1.252257857	0.4187294841
546	1.251660275	0.4180134228
547	1.251302347	0.4174505014
548	1.250534908	0.4163397146
549	1.248380369	0.4153020753
550	1.247835091	0.414398976
551	1.246849785	0.4139515465
552	1.246465813	0.4133983342
553	1.245708551	0.4126685869
554	1.204232206	0.4103119377
555	1.200978469	0.4094111817
556	1.200670889	0.4087329377
557	1.200013174	0.4081303023
558	1.198863809	0.4071921033
559	1.196192352	0.4064239936
560	1.192315798	0.4049401785
561	1.190896588	0.403983418
562	1.189543893	0.4026537935
563	1.189247469	0.4021227481
564	1.188185304	0.4012773123
565	1.184910762	0.4006120061
566	1.183825302	0.3995178351
567	1.182758002	0.398641367
568	1.18248669	0.3981398426
569	1.182331235	0.3978749832
570	1.180791058	0.396695842
571	1.179970079	0.3956526073
572	1.179354465	0.3949448509
573	1.179008434	0.3945623204
574	1.177430778	0.393933184
575	1.177202635	0.3934920886
576	1.176312782	0.3924546067
577	1.176089517	0.3920793036
578	1.175466802	0.3912287632
579	1.175025406	0.3906707694
580	1.174254455	0.3899811307
581	1.173859232	0.3892877716
582	1.173350533	0.3889107843
583	1.171621608	0.3874699012
584	1.17148862	0.3872899081
585	1.171087135	0.3868434855
586	1.170537813	0.3862260044
587	1.170151176	0.3855085549
588	1.168633093	0.3850736852
589	1.168082519	0.3843401463
590	1.167827967	0.3839169193
591	1.166163567	0.3831886498
592	1.165000487	0.3823877176
593	1.164167577	0.3816923651
594	1.162354853	0.3811214006
595	1.161580564	0.3806877139
596	1.159942484	0.3800196373
597	1.157596358	0.3791010354
598	1.156579312	0.3784281661
599	1.151362572	0.3772786295
600	1.150941357	0.3764572195
601	1.113380132	0.3748688552
602	1.111032791	0.3740995532
603	1.110887939	0.3739008826
604	1.076495169	0.37240646
605	1.075435229	0.3715468025
606	1.075095733	0.3708322116
607	1.073477806	0.3702211509
608	1.072278496	0.3697124622
609	1.041514396	0.36856732
610	1.041073798	0.3680638901
611	1.040950525	0.3677107396
612	1.040718506	0.3673269918
613	1.039936908	0.3669387857
614	1.039058343	0.3660486157
615	1.038285807	0.3655096509
616	1.038043609	0.365169805
617	1.034931584	0.3640817075
618	1.033481906	0.3636010033
619	1.03322946	0.3632383342
620	1.032754451	0.3629399882
621	1.030763339	0.3619593952
622	1.027541859	0.3612211067
623	1.026802496	0.3604093655
624	1.025883652	0.3597276445
625	0.9957165922	0.3583698353
626	0.9953459112	0.3580443969
627	0.9943681217	0.357158222
628	0.9936990474	0.3565619221
629	0.9928162379	0.3560434209
630	0.992223584	0.3555037206
631	0.9919608706	0.3550023002
632	0.9911590743	0.3543623565
633	0.9908249284	0.3538192452
634	0.9893439281	0.3534069878
635	0.9889551464	0.3531419996
636	0.9883274182	0.3523672988
637	0.9880529323	0.3519896768
638	0.9876769409	0.3516530302
639	0.9868739285	0.3507706519
640	0.9867743891	0.3504691059
641	0.9846438727	0.349831697
642	0.9838685545	0.3491778361
643	0.9818868862	0.3485227834
644	0.9812634806	0.347851654
645	0.980944979	0.3475109971
646	0.9799667374	0.3466448995
647	0.979118713	0.3463505259
648	0.9785897152	0.3456630337
649	0.977880272	0.344795593
650	0.9777321292	0.3443997174
651	0.976613365	0.3434306254
652	0.9757125144	0.3429899299
653	0.9753238828	0.3427144965
654	0.9714408463	0.3417943695
655	0.9712401866	0.3415469295
656	0.9698948746	0.3411963881
657	0.969772333	0.3409886788
658	0.9696318632	0.3406720348
659	0.9686894525	0.3401567014
660	0.96673124	0.3397452487
661	0.964720164	0.339370843
662	0.9644582162	0.3389653469
663	0.9641015656	0.3384378112
664	0.9637418702	0.3377713372
665	0.9634600992	0.3374766462
666	0.9632381376	0.3370704233
667	0.9629645356	0.336759418
668	0.9622400008	0.3362262569
669	0.9615350578	0.3355774191
670	0.9605734622	0.3349411581
671	0.9600220187	0.3345235168
672	0.9593281938	0.3339986893
673	0.9561726876	0.3333441988
674	0.9534121187	0.3325796957
675	0.953026456	0.3321791591
676	0.9527166569	0.3317946951
677	0.9518806622	0.3311406674
678	0.9513502325	0.3305648662
679	0.9512232229	0.3303540974
680	0.9487728555	0.3297145457
681	0.9486192625	0.3292683951
682	0.9482512597	0.3290011833
683	0.9479409637	0.3286379994
684	0.9476307674	0.328171065
685	0.9468882544	0.3275674534
686	0.946110141	0.3271983904
687	0.9453311144	0.3266775278
688	0.9443854797	0.3260011925
689	0.9439846247	0.325363193
690	0.9411383988	0.324677904
691	0.9399989196	0.3241525946
692	0.939237218	0.3234391114
693	0.9387781891	0.3229800399
694	0.9371324667	0.3220258271
695	0.9084297989	0.3209120116
696	0.9082517667	0.3206277229
697	0.9089260668	0.3202666233
698	0.9087350651	0.319890784
699	0.9082547821	0.3193927352
700	0.9075518783	0.3185770733
701	0.9069286625	0.3179121116
702	0.90608573	0.317478981
703	0.9052419047	0.3171602584
704	0.9048635355	0.3166538891
705	0.904224705	0.3159915727
706	0.9040458156	0.3156667245
707	0.9038468508	0.3152472814
708	0.9030980706	0.3147534997
709	0.9029056728	0.3143582221
710	0.9025991092	0.3141111401
711	0.9024828514	0.3139260004
712	0.8758676057	0.3129836636
713	0.874801813	0.3121667158
714	0.8736355794	0.3116871943
715	0.8730977492	0.3110976575
716	0.8726437738	0.3109149603
717	0.8720233518	0.3105072288
718	0.8714714575	0.3097189792
719	0.8702302838	0.3091493571
720	0.8696198963	0.3085880411
721	0.868874741	0.3081168068
722	0.8685294185	0.3077837094
723	0.8682787142	0.3072621029
724	0.8675332731	0.3068242943
725	0.866986849	0.3063670063
726	0.8662852625	0.3059902819
727	0.8660091483	0.3055551603
728	0.8657405318	0.3052008229
729	0.8653035878	0.3047169099
730	0.8649581801	0.3043437866
731	0.8645046324	0.3038391207
732	0.8643265503	0.3035083114
733	0.8630851048	0.3025302941
734	0.8625156397	0.3018162935
735	0.8620689464	0.3012867705
736	0.8615583066	0.300891854
737	0.8611924891	0.3003813204
738	0.8608589031	0.3001555343
739	0.8606543034	0.2998820297
740	0.8604601064	0.299512836
741	0.8598063058	0.2989531262
742	0.8596638379	0.2986708339
743	0.8571253067	0.2983013666
744	0.855033202	0.297788245
745	0.8547045235	0.2974359828
746	0.854337249	0.2970690273
747	0.8539491021	0.2967429022
748	0.8535427794	0.2964434846
749	0.8534569004	0.2962134206
750	0.8520287549	0.2958219374
751	0.8516122168	0.2955664108
752	0.8514117327	0.2952884049
753	0.8509844568	0.2948360707
754	0.825990071	0.2940494149
755	0.8257253115	0.2937109626
756	0.8254024311	0.2934924003
757	0.8250137045	0.2930413954
758	0.8244587783	0.2926589354
759	0.822804269	0.2922185114
760	0.8226596097	0.2920524605
761	0.8224464816	0.2916595133
762	0.8220838799	0.2912603264
763	0.8219820195	0.2910619959
764	0.8215723561	0.2908386972
765	0.8209912944	0.2904068634
766	0.8208805852	0.2902346361
767	0.8206638831	0.2898414894
768	0.820485318	0.28949616
769	0.8204430084	0.2893827168
770	0.8197940349	0.2889262621
771	0.8195729883	0.2886427762
772	0.8190194972	0.2880696951
773	0.8183119401	0.28760449
774	0.8180980557	0.2873022281
775	0.8174116603	0.2866527027
776	0.8165194481	0.2862851083
777	0.8162527197	0.2860953022
778	0.8160506067	0.2859843173
779	0.7928759435	0.2852818128
780	0.7914214446	0.2849675825
781	0.7907442479	0.2846980393
782	0.7915322311	0.2843916389
783	0.7903276487	0.2835377691
784	0.7901448079	0.2832881989
785	0.7891842612	0.2827297882
786	0.7886872713	0.2823403328
787	0.7884290163	0.2820763212
788	0.7882636868	0.2816957716
789	0.7875344747	0.2812723566
790	0.7651796189	0.2803392368
791	0.762929255	0.2797008065
792	0.7626322284	0.2794279686
793	0.7623712614	0.2791314012
794	0.7620345851	0.278713607
795	0.7617294637	0.278301738
796	0.761460655	0.2779403106
797	0.7602404442	0.277415151
798	0.7600836612	0.277266459
799	0.7593044301	0.2766912084
800	0.7588919579	0.2764335447
801	0.7586615874	0.2762546815
802	0.7583040663	0.275894984
803	0.7582136883	0.2757709427
804	0.7574753157	0.2751721208
805	0.7573010923	0.2749836604
806	0.7569973621	0.2744723726
807	0.7561615128	0.2742798607
808	0.7558492643	0.2739506735
809	0.7556537209	0.2736210589
810	0.7551868166	0.2731950493
811	0.7546886078	0.2729103942
812	0.7540316621	0.272308737
813	0.7537107516	0.27200004
814	0.7535862987	0.2718302331
815	0.7533673486	0.2716511815
816	0.7530501444	0.2712778029
817	0.7524953471	0.2708314225
818	0.7518861934	0.2704072489
819	0.7516190418	0.2701100674
820	0.7512463311	0.2696719035
821	0.7506869362	0.2692603725
822	0.750347431	0.268887202
823	0.7499425876	0.2685492436
824	0.7494287502	0.2681742759
825	0.7491106413	0.2678536285
826	0.7284542384	0.2670935355
827	0.7279380064	0.2666136233
828	0.7267004046	0.2662913713
829	0.7260695323	0.2657939965
830	0.7255113373	0.2652692593
831	0.7252165093	0.2651120387
832	0.7249508737	0.2648338743
833	0.7244492371	0.2644333232
834	0.7242725057	0.2642067852
835	0.7233135046	0.2639095804
836	0.7230009983	0.2636571759
837	0.7228528012	0.2634043032
838	0.7227242195	0.2632755419
839	0.7032512701	0.2625122153
840	0.7029209764	0.2621284385
841	0.7024488056	0.2616992371
842	0.7019049867	0.2612261869
843	0.701637316	0.2609786137
844	0.7014482916	0.260726098
845	0.7003389592	0.2602463999
846	0.699326897	0.2596544293
847	0.6989384046	0.2594682021
848	0.6983044555	0.2591784153
849	0.6976104531	0.258580987
850	0.6973662149	0.2583559533
851	0.6969617101	0.258024465
852	0.6965519445	0.257547065
853	0.6962794408	0.2572270094
854	0.6960964245	0.2569390865
855	0.6954186307	0.2563778125
856	0.6951796453	0.2561801721
857	0.6949399639	0.2557834668
858	0.6766897552	0.2549901411
859	0.6764408501	0.2547001033
860	0.6763362603	0.2545227236
861	0.6759807066	0.2543196058
862	0.6755115635	0.2539422637
863	0.6750407662	0.2536610627
864	0.6749591644	0.2534911867
865	0.6746993805	0.253110497
866	0.6746485358	0.2529715436
867	0.6741446408	0.2526049133
868	0.6738316484	0.2522435763
869	0.6736942794	0.2520275061
870	0.6735480003	0.2517146327
871	0.6733036782	0.2514945664
872	0.673246066	0.2513313648
873	0.6730591147	0.2511215933
874	0.6722780529	0.2508404445
875	0.6717348674	0.2504358693
876	0.6715182853	0.2502857648
877	0.6710993976	0.2500285464
878	0.6707296899	0.2497008759
879	0.6700078893	0.2493682338
880	0.651938287	0.2483798291
881	0.6510028085	0.2479837906
882	0.6507793947	0.2476616419
883	0.6501023382	0.2474562056
884	0.6498864749	0.2471750416
885	0.6498196563	0.247082121
886	0.6493544782	0.2468817173
887	0.6490438984	0.2465407382
888	0.6486804212	0.246398959
889	0.6485826778	0.2462833092
890	0.6482917626	0.2459764022
891	0.648211536	0.2458234268
892	0.647576415	0.245527193
893	0.6473724263	0.2453888573
894	0.6472104512	0.2451304887
895	0.6471626539	0.2450143983
896	0.6469003668	0.244780326
897	0.6468086621	0.2446345889
898	0.6464949237	0.2443237827
899	0.6463228812	0.2440103766
900	0.6460666755	0.2437375076
901	0.645874744	0.243436223
902	0.645633523	0.2432103271
903	0.6452429981	0.2428642608
904	0.6450927932	0.2427048189
905	0.6445467178	0.2423896055
906	0.6441882485	0.2420131237
907	0.6438657009	0.2417218925
908	0.6433646519	0.2413348017
909	0.6432481203	0.2412189527
910	0.6425639506	0.2407877522
911	0.6422170922	0.2403910773
912	0.6418958033	0.2401080179
913	0.6417577224	0.2399313145
914	0.6413317741	0.23969946
915	0.640643533	0.2392743091
916	0.6404669317	0.2391150815
917	0.6400664186	0.238851053
918	0.6394764943	0.2384921551
919	0.6392004274	0.2381229627
920	0.6391056406	0.2380034201
921	0.638923735	0.237781578
922	0.6384817175	0.2373661068
923	0.6377874458	0.2369666162
924	0.6377016492	0.2368346504
925	0.6375302013	0.2365564445
926	0.636995689	0.2361954406
927	0.6364643521	0.2356694647
928	0.6361415192	0.2354907307
929	0.6349889775	0.2351436203
930	0.6344873331	0.2349987787
931	0.6340964632	0.234690165
932	0.6338383272	0.2345271448
933	0.6334853712	0.2341830605
934	0.6326045589	0.2338317011
